,DATA_AS_AT,TRANSACTION_ID,EXPENDITURE,STATE,JSKR_LINKAGE_KEY,STREAM_PLACEMENT_DESC,EF_CATEGORY_DESCRIPTION,DERIVED_DATE_OF_SERVICE,ACTIVITY_TYPE_DESC,ACTIVITY_SUB_DESC,EDUCATION_LEVEL_DESC,GENDER,INDIGENOUS,HOMELESS,PWD,CALD,REFUGEE,EX_OFFENDER,AGE_GROUP,UE_GROUP,year,month,year_month,EDUCATION_ADJ,EF_CATEGORY_ADJ
691529,5/08/2018,1482047J,296.25,VIC,485327,Stream B,Clothing and Presentation,25/01/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,1,Jan-17,Year 12/13,Clothing
691531,5/08/2018,1750406J,188.1,VIC,485327,Stream B,Professional Services,10/03/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,Year 12/13,Prof Service
692051,5/08/2018,1903894J,10.0,SA ,485875,Stream B,Post Placement Support,17/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,3,Mar-17,Year 10/11,Post Placement Support
692052,5/08/2018,1875195J,15.0,SA ,485875,Stream B,Post Placement Support,16/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,2,Feb-17,Year 10/11,Post Placement Support
692054,5/08/2018,1752757J,5.0,SA ,485875,Stream B,Post Placement Support,17/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,3,Mar-17,Year 10/11,Post Placement Support
692055,5/08/2018,1753658J,60.0,SA ,485875,Stream B,Post Placement Support,21/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,2,Feb-17,Year 10/11,Post Placement Support
692056,5/08/2018,1752909J,20.0,SA ,485875,Stream B,Post Placement Support,1/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,3,Mar-17,Year 10/11,Post Placement Support
692057,5/08/2018,1757044J,10.0,SA ,485875,Stream B,Post Placement Support,23/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,3,Mar-17,Year 10/11,Post Placement Support
692058,5/08/2018,1558809J,66.0,SA ,485875,Stream B,Medical Expenses,20/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,1,Jan-17,Year 10/11,Medical Expenses
692059,5/08/2018,1558841J,198.0,SA ,485875,Stream B,Medical Expenses,20/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,1,Jan-17,Year 10/11,Medical Expenses
692060,5/08/2018,1519400J,157.3,SA ,485875,Stream B,Work Related Licencing,23/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,50 to 54 years,12 to 23 Months,2017,1,Jan-17,Year 10/11,Work Licensing
692148,5/08/2018,1784795J,16.95,NSW,485959,Stream B,Work Related Licencing,31/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Work Licensing
692149,5/08/2018,1738178J,39.0,NSW,485959,Stream B,"Tools, Books, Equipment and Mobile Phones",21/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Other Items
692150,5/08/2018,1784794J,77.86,NSW,485959,Stream B,Work Related Licencing,31/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Work Licensing
692151,5/08/2018,1687502J,113.0,NSW,485959,Stream B,Clothing and Presentation,21/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Clothing
692152,5/08/2018,1687310J,759.0,NSW,485959,Stream B,Accredited Training,23/03/2017,Accredited Education and Training (Vocational),Accredited Units,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Accredited Training
692599,5/08/2018,2421589J,435.0,QLD,486337,Stream C,Job Seeker Transport,19/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,6,Jun-17,<Year 10,Transport
693506,5/08/2018,1811029J,33.0,QLD,487053,Stream C,"Food, Phone and Petrol Cards/Vouchers",24/03/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,22 to 24 years,60+ Months,2017,3,Mar-17,Non-trade vocational education,Cash Cards/Vouchers
693507,5/08/2018,2075367J,550.0,VIC,487053,Stream C,Targeted Pre-Employment Preparation,22/06/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Non-trade vocational education,Male,1.0,1.0,,,,1.0,22 to 24 years,60+ Months,2017,6,Jun-17,Non-trade vocational education,Pre-Employ Prep
695383,5/08/2018,1566149J,72.6,WA ,488594,Stream C,Work Related Licencing,9/02/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,2,Feb-17,Non-trade vocational education,Work Licensing
695384,5/08/2018,1836196J,78.0,WA ,488594,Stream C,Clothing and Presentation,5/04/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
695788,5/08/2018,1846623J,150.0,QLD,488916,Stream B,Professional Services,28/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,4,Apr-17,<Year 10,Prof Service
695789,5/08/2018,1952442J,150.0,QLD,488916,Stream B,Professional Services,26/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,5,May-17,<Year 10,Prof Service
698131,5/08/2018,1429463J,55.0,QLD,490840,Stream B,Job Seeker Transport,9/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Transport
698132,5/08/2018,1787116J,60.5,QLD,490840,Stream B,Work Related Licencing,18/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Work Licensing
698582,5/08/2018,2561809J,24.17,SA ,491235,Stream C,Job Seeker Transport,11/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,4,Apr-17,Year 10/11,Transport
698583,5/08/2018,1486977J,528.0,SA ,491235,Stream C,Accredited Training,12/01/2017,Accredited Education and Training (Vocational),Certificate 3,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,1,Jan-17,Year 10/11,Accredited Training
698584,5/08/2018,1500199J,22.0,SA ,491235,Stream C,"Food, Phone and Petrol Cards/Vouchers",16/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
699859,5/08/2018,1650432J,79.0,WA ,492230,Stream C,"Tools, Books, Equipment and Mobile Phones",14/03/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,3,Mar-17,Non-trade vocational education,Other Items
699860,5/08/2018,1655359J,39.0,WA ,492230,Stream C,Clothing and Presentation,15/03/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,3,Mar-17,Non-trade vocational education,Clothing
699861,5/08/2018,1742878J,77.0,WA ,492230,Stream C,Clothing and Presentation,3/04/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
700492,5/08/2018,1518305J,54.89,QLD,492707,Stream B,Work Related Items,1/02/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Work Items
700629,5/08/2018,2034008J,198.69,NSW,492796,Stream B,Clothing and Presentation,9/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,Under 12 Months,2017,6,Jun-17,Year 10/11,Clothing
701047,5/08/2018,2122021J,55.0,VIC,493018,Stream C,Job Seeker Transport,29/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,6,Jun-17,Year 10/11,Transport
701048,5/08/2018,2121950J,26.0,VIC,493018,Stream C,Clothing and Presentation,22/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,6,Jun-17,Year 10/11,Clothing
702431,5/08/2018,2122512J,40.85,NSW,494188,Stream C,Job Seeker Transport,20/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Transport
702432,5/08/2018,2122349J,85.8,NSW,494188,Stream C,Job Seeker Transport,20/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Transport
702433,5/08/2018,2061576J,40.0,NSW,494188,Stream C,Job Seeker Transport,7/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Transport
702434,5/08/2018,2115581J,29.99,NSW,494188,Stream C,Clothing and Presentation,20/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Clothing
702435,5/08/2018,2063239J,33.0,NSW,494188,Stream C,"Food, Phone and Petrol Cards/Vouchers",7/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Cash Cards/Vouchers
703326,5/08/2018,1595577J,125.4,NSW,494827,Stream C,Professional Services,1/02/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,Year 10/11,Prof Service
703327,5/08/2018,1595702J,125.4,NSW,494827,Stream C,Professional Services,1/02/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,Year 10/11,Prof Service
703328,5/08/2018,1713505J,125.4,NSW,494827,Stream C,Professional Services,1/03/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Prof Service
706308,5/08/2018,2218507J,27.5,WA ,497030,Stream C,Work Related Items,13/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Work Items
706309,5/08/2018,1948310J,39.0,WA ,497030,Stream C,"Tools, Books, Equipment and Mobile Phones",16/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,5,May-17,<Year 10,Other Items
706310,5/08/2018,2129072J,44.9,WA ,497030,Stream C,Work Related Items,13/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Work Items
707806,5/08/2018,2117736J,330.0,WA ,498225,Stream B,Targeted Pre-Employment Preparation,28/06/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Pre-Employ Prep
707963,5/08/2018,2163508J,104.0,NSW,498358,Stream C,Clothing and Presentation,21/06/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Clothing
707964,5/08/2018,2163510J,110.49,NSW,498358,Stream C,Clothing and Presentation,21/06/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Clothing
707967,5/08/2018,2163502J,145.0,NSW,498358,Stream C,"Tools, Books, Equipment and Mobile Phones",21/06/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Other Items
708039,5/08/2018,2028323J,20.0,NSW,498429,Stream B,Job Seeker Transport,25/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,5,May-17,<Year 10,Transport
708040,5/08/2018,2108835J,23.21,NSW,498429,Stream B,"Food, Phone and Petrol Cards/Vouchers",29/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,6,Jun-17,<Year 10,Cash Cards/Vouchers
708042,5/08/2018,1639787J,28.8,NSW,498429,Stream B,Clothing and Presentation,9/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,3,Mar-17,<Year 10,Clothing
708043,5/08/2018,1639802J,79.9,NSW,498429,Stream B,Clothing and Presentation,18/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,1,Jan-17,<Year 10,Clothing
709059,5/08/2018,1872183J,74.8,NSW,499246,Stream A,Clothing and Presentation,11/04/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
709060,5/08/2018,1872182J,21.9,NSW,499246,Stream A,Clothing and Presentation,11/04/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
709061,5/08/2018,1872180J,49.9,NSW,499246,Stream A,Clothing and Presentation,11/04/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
711412,5/08/2018,1925727J,39.9,NSW,501115,Stream C,Clothing and Presentation,27/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,4,Apr-17,<Year 10,Clothing
711413,5/08/2018,1925724J,69.9,NSW,501115,Stream C,Clothing and Presentation,27/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,4,Apr-17,<Year 10,Clothing
711804,5/08/2018,1643913J,55.0,VIC,501378,Stream B,"Food, Phone and Petrol Cards/Vouchers",30/01/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
711805,5/08/2018,1534269J,192.0,VIC,501378,Stream B,Clothing and Presentation,6/01/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Clothing
711806,5/08/2018,1534556J,55.0,VIC,501378,Stream B,"Food, Phone and Petrol Cards/Vouchers",23/01/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
711807,5/08/2018,1656685J,23.1,VIC,501378,Stream B,Clothing and Presentation,17/01/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,Year 10/11,Clothing
711867,5/08/2018,1939574J,528.0,QLD,501420,Stream B,Accredited Training,8/03/2017,Accredited Education and Training (Vocational),Certificate 3,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,24 to 59 Months,2017,3,Mar-17,Trade/TAFE,Accredited Training
712428,5/08/2018,1704938J,84.95,NSW,501912,Stream C,Clothing and Presentation,6/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Trade/TAFE,Clothing
712434,5/08/2018,1532209J,21.67,NSW,501912,Stream C,"Food, Phone and Petrol Cards/Vouchers",8/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Trade/TAFE,Cash Cards/Vouchers
712435,5/08/2018,1532208J,21.67,NSW,501912,Stream C,"Food, Phone and Petrol Cards/Vouchers",8/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Trade/TAFE,Cash Cards/Vouchers
713668,5/08/2018,1809460J,89.2,TAS,503044,Stream C,Work Related Items,11/04/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Work Items
714186,5/08/2018,1535860J,136.6,NSW,503476,Stream C,Clothing and Presentation,14/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,2,Feb-17,Year 10/11,Clothing
714187,5/08/2018,1975194J,44.9,NSW,503476,Stream C,Work Related Items,8/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,Year 10/11,Work Items
717614,5/08/2018,1701439J,528.0,QLD,506281,Stream B,Accredited Training,6/01/2017,Accredited Education and Training (Vocational),Certificate 3,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Accredited Training
719162,5/08/2018,1901652J,101.28,QLD,507515,Stream C,"Tools, Books, Equipment and Mobile Phones",16/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Year 10/11,Other Items
719174,5/08/2018,1534808J,49.5,QLD,507522,Stream B,Work Related Items,1/02/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,2,Feb-17,Non-trade vocational education,Work Items
719177,5/08/2018,1484960J,29.0,QLD,507522,Stream B,"Tools, Books, Equipment and Mobile Phones",18/01/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Non-trade vocational education,Other Items
719178,5/08/2018,1525197J,125.4,QLD,507522,Stream B,Professional Services,8/02/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,2,Feb-17,Non-trade vocational education,Prof Service
719179,5/08/2018,1484983J,50.0,QLD,507522,Stream B,"Tools, Books, Equipment and Mobile Phones",18/01/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Non-trade vocational education,Other Items
721523,5/08/2018,2103919J,150.0,QLD,509307,Stream C,Professional Services,21/06/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,6,Jun-17,Year 12/13,Prof Service
721524,5/08/2018,1869984J,60.5,QLD,509307,Stream C,Work Related Licencing,6/04/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,4,Apr-17,Year 12/13,Work Licensing
721525,5/08/2018,1552736J,29.0,QLD,509307,Stream C,"Tools, Books, Equipment and Mobile Phones",8/02/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,2,Feb-17,Year 12/13,Other Items
721699,5/08/2018,1528344J,173.0,SA ,509432,Stream C,Work Related Items,9/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,2,Feb-17,Year 10/11,Work Items
721700,5/08/2018,1747870J,25.0,SA ,509432,Stream C,"Food, Phone and Petrol Cards/Vouchers",21/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Cash Cards/Vouchers
721701,5/08/2018,1805171J,25.0,SA ,509432,Stream C,"Food, Phone and Petrol Cards/Vouchers",20/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,4,Apr-17,Year 10/11,Cash Cards/Vouchers
721702,5/08/2018,1798172J,115.75,SA ,509432,Stream C,Clothing and Presentation,22/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Clothing
721703,5/08/2018,1947216J,23.5,SA ,509432,Stream C,Job Seeker Transport,8/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,Year 10/11,Transport
722219,5/08/2018,1613372J,258.5,VIC,509870,Stream C,Professional Services,9/03/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
722220,5/08/2018,1931687J,85.69,VIC,509870,Stream C,Work Related Licencing,22/05/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,5,May-17,Non-trade vocational education,Work Licensing
722221,5/08/2018,1919788J,44.9,VIC,509870,Stream C,Work Related Items,15/05/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,5,May-17,Non-trade vocational education,Work Items
722222,5/08/2018,2046403J,27.5,VIC,509870,Stream C,Job Seeker Transport,12/05/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,5,May-17,Non-trade vocational education,Transport
722259,5/08/2018,1454361J,150.0,QLD,509910,Stream C,Professional Services,17/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,1,Jan-17,<Year 10,Prof Service
722564,5/08/2018,1542763J,137.79,NSW,510153,Stream C,Clothing and Presentation,23/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,<Year 10,Clothing
722565,5/08/2018,1874918J,50.0,NSW,510153,Stream C,"Food, Phone and Petrol Cards/Vouchers",27/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,4,Apr-17,<Year 10,Cash Cards/Vouchers
722566,5/08/2018,1604885J,55.0,NSW,510153,Stream C,"Food, Phone and Petrol Cards/Vouchers",16/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,<Year 10,Cash Cards/Vouchers
723202,5/08/2018,2009209J,423.5,SA ,510626,Stream B,Work Related Licencing,28/04/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,4,Apr-17,Non-trade vocational education,Work Licensing
724166,5/08/2018,1659115J,57.2,NSW,511512,Stream B,Work Related Items,3/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,2,Feb-17,<Year 10,Work Items
724755,5/08/2018,2059206J,1056.0,NT ,511932,Stream A,Accredited Training,28/03/2017,Accredited Education and Training (Vocational),Certificate 3,Non-trade vocational education,Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,3,Mar-17,Non-trade vocational education,Accredited Training
726546,5/08/2018,1890216J,120.0,VIC,513348,Stream C,Clothing and Presentation,27/04/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,Under 22 years,Under 12 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
726547,5/08/2018,1890143J,41.0,VIC,513348,Stream C,Clothing and Presentation,27/04/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,Under 22 years,Under 12 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
